step_5000_num_4,[0.75    0.      0.25    0.      0.05863]
step_5500_num_0,[ 0.      -1.       0.       0.       0.03152]
step_5500_num_1,[0.25    0.      0.      0.      0.01268]
step_5500_num_2,[0.25     0.25     0.25     0.25     0.006699]
step_5500_num_3,[0.25    0.5     0.25    0.      0.03131]
step_5500_num_4,[0.25    0.25    0.      0.      0.02486]
step_6000_num_0,[0.5     0.25    0.      0.      0.03067]
step_6000_num_1,[ 0.25    -1.       0.75     0.       0.01381]
step_6000_num_2,[0.25   0.25   0.25   0.     0.0325]
step_6000_num_3,[ 0.      -1.       0.       0.       0.03556]
step_6000_num_4,[ 0.000e+00 -1.000e+00  0.000e+00  0.000e+00  7.285e-04]
step_6500_num_0,[0.75    0.25    0.      0.25    0.06214]
step_6500_num_1,[0.5     0.25    0.      0.      0.03067]
step_6500_num_2,[ 0.       -1.        0.        0.        0.003774]
step_6500_num_3,[-1.      -1.       0.       0.       0.01374]
step_6500_num_4,[ 0.      -1.       0.       0.       0.02936]
step_7000_num_0,[-1.       -1.        0.        0.        0.006733]
step_7000_num_1,[0.     0.25   0.     0.     0.0346]
step_7000_num_2,[0.5     0.5     0.      0.      0.01674]
step_7000_num_3,[ 0.      -1.       0.       0.       0.02414]
step_7000_num_4,[-1.      -1.       0.25     0.       0.02038]
step_7500_num_0,[0.5      0.       0.25     0.       0.005704]
step_7500_num_1,[0.5     0.25    0.25    0.      0.01314]
step_7500_num_2,[-1.      -1.       0.5      0.       0.01844]
step_7500_num_3,[0.5    0.     0.     0.     0.0148]
step_7500_num_4,[0.5      0.5      0.25     0.       0.003899]
step_8000_num_0,[0.      0.      0.      0.      0.01436]
step_8000_num_1,[0.25    0.      0.25    0.      0.01991]
step_8000_num_2,[0.       0.5      0.       0.       0.004023]
step_8000_num_3,[0.25    0.75    0.      0.      0.02814]
step_8000_num_4,[0.25     0.25     0.75     0.       0.005601]
step_8500_num_0,[0.5     0.25    0.      0.      0.04286]
step_8500_num_1,[1.       0.5      0.       0.       0.002638]
step_8500_num_2,[ 0.       -1.        0.5       0.        0.005125]
step_8500_num_3,[0.25    0.25    0.      0.      0.02695]
step_8500_num_4,[0.25     0.       0.75     0.       0.003106]
step_9000_num_0,[0.5     0.25    0.25    0.      0.01333]
step_9000_num_1,[-1.      -1.       0.25     0.       0.01761]
step_9000_num_2,[0.25     0.25     0.25     0.25     0.006699]
step_9000_num_3,[1.       0.5      0.       0.       0.002638]
step_9000_num_4,[0.     0.5    0.     0.     0.0183]
step_9500_num_0,[ 0.      -1.       0.       0.25     0.03633]
step_9500_num_1,[ 0.      -1.       0.       0.       0.02178]
step_9500_num_2,[0.25   0.5    0.     0.     0.0247]
step_9500_num_3,[ 0.     -1.      0.      0.      0.0173]
step_9500_num_4,[0.      0.      0.      0.      0.04798]
step_10000_num_0,[ 0.      -1.       0.       0.       0.02376]
step_10000_num_1,[0.25     0.       0.25     0.       0.007886]
step_10000_num_2,[0.      0.      0.25    0.      0.04739]
step_10000_num_3,[ 0.      -1.       0.25     0.       0.03683]
step_10000_num_4,[ 0.      -1.       0.75     0.       0.01707]
step_10500_num_0,[0.25     0.       0.       0.       0.003861]
step_10500_num_1,[0.25    0.      0.      0.      0.02798]
step_10500_num_2,[0.      0.5     0.      0.      0.03186]
step_10500_num_3,[-1.       -1.        0.25      0.        0.003024]
step_10500_num_4,[0.5    0.5    0.25   0.     0.0253]
step_11000_num_0,[0.25     0.       0.25     0.       0.001408]
step_11000_num_1,[ 0.      -1.       0.       0.       0.01076]
step_11000_num_2,[ 0.       -1.        0.        0.        0.003554]
step_11000_num_3,[0.25    0.25    0.      0.      0.02143]
step_11000_num_4,[0.5     0.5     0.      0.      0.02856]
step_11500_num_0,[ 0.      -1.       0.5      0.       0.02226]
step_11500_num_1,[ 0.       -1.        0.        0.        0.007115]
step_11500_num_2,[ 0.      -1.       0.       0.25     0.03633]
step_11500_num_3,[ 0.      -1.       0.25     0.       0.02975]
step_11500_num_4,[ 0.25    -1.       0.5      0.       0.03419]
step_12000_num_0,[ 0.      -1.       0.25     0.       0.02975]
step_12000_num_1,[ 0.      -1.       0.       0.25     0.02973]
step_12000_num_2,[0.5     0.5     0.25    0.      0.02999]
step_12000_num_3,[0.5    0.     0.25   0.     0.0205]
step_12000_num_4,[0.25    0.75    0.5     0.      0.01174]
step_12500_num_0,[0.25    0.      0.      0.      0.00434]
step_12500_num_1,[-1.      -1.       0.5      0.       0.02382]
step_12500_num_2,[ 0.      -1.       0.       0.       0.01581]
step_12500_num_3,[0.5     0.      0.      0.      0.02659]
step_12500_num_4,[0.25     0.5      0.75     0.       0.005938]
step_13000_num_0,[0.      0.      0.      0.      0.01028]
step_13000_num_1,[0.25    0.25    0.25    0.      0.03756]
step_13000_num_2,[-1.      -1.       0.5      0.       0.03039]
step_13000_num_3,[ 0.25    -1.       0.5      0.       0.03419]
step_13000_num_4,[ 0.      -1.       0.       0.       0.00684]
step_13500_num_0,[-1.       -1.        0.        0.        0.006196]
step_13500_num_1,[ 0.      -1.       0.5      0.25     0.01248]
step_13500_num_2,[0.      0.      0.25    0.      0.04256]
step_13500_num_3,[0.25    0.5     0.5     0.      0.02667]
step_13500_num_4,[0.25    0.25    0.      0.      0.02151]
step_14000_num_0,[-1.      -1.       0.       0.       0.01131]
step_14000_num_1,[0.5     0.25    0.25    0.      0.02823]
step_14000_num_2,[ 0.      -1.       0.       0.25     0.01164]
step_14000_num_3,[ 0.      -1.       0.25     0.       0.02975]
step_14000_num_4,[ 0.      -1.       0.       0.       0.01581]
step_14500_num_0,[0.5     0.5     0.      0.      0.02383]
step_14500_num_1,[ 0.     -1.      0.25    0.      0.0166]
step_14500_num_2,[0.      0.75    0.25    0.      0.01912]
step_14500_num_3,[ 0.      -1.       0.       0.       0.01325]
step_14500_num_4,[ 0.      -1.       0.       0.       0.01211]
step_15000_num_0,[ 0.      -1.       0.5      0.       0.02388]
step_15000_num_1,[0.5     0.5     0.25    0.      0.03535]
step_15000_num_2,[0.5     0.5     0.25    0.      0.03952]
step_15000_num_3,[0.       0.       0.       0.       0.002399]
step_15000_num_4,[ 0.      -1.       0.       0.25     0.01164]
step_15500_num_0,[ 0.       -1.        0.        0.        0.004514]
step_15500_num_1,[ 0.      -1.       0.       0.       0.02308]
step_15500_num_2,[ 0.      -1.       0.25     0.25     0.02753]
step_15500_num_3,[ 0.       -1.        0.        0.        0.004346]
step_15500_num_4,[-1.       -1.        0.        0.        0.004966]
step_16000_num_0,[ 0.       -1.        0.        0.        0.004221]
step_16000_num_1,[-1.      -1.       0.       0.       0.01571]
step_16000_num_2,[0.5     0.5     0.      0.      0.03213]
step_16000_num_3,[ 0.      -1.       0.       0.25     0.01082]
step_16000_num_4,[ 0.      -1.       0.       0.       0.02531]
step_16500_num_0,[0.25    0.25    0.      0.      0.01751]
step_16500_num_1,[ 0.     -1.      0.      0.      0.0256]
step_16500_num_2,[0.       0.       0.       0.       0.003951]
step_16500_num_3,[ 0.      -1.       0.       0.       0.03969]
step_16500_num_4,[ 0.5     -1.       0.5      0.       0.01533]
step_17000_num_0,[ 0.      -1.       0.       0.       0.02359]
step_17000_num_1,[-1.      -1.       0.5      0.       0.02141]
step_17000_num_2,[ 0.      -1.       0.25     0.       0.01295]
step_17000_num_3,[ 0.       -1.        0.        0.        0.001361]
step_17000_num_4,[ 0.      -1.       0.5      0.       0.02719]
step_17500_num_0,[0.5     0.      0.      0.      0.03975]
step_17500_num_1,[0.75    0.      0.25    0.      0.05863]
step_17500_num_2,[0.25     0.5      0.75     0.       0.005938]
step_17500_num_3,[-1.      -1.       0.25     0.25     0.06152]
step_17500_num_4,[ 0.      -1.       0.       0.       0.01061]
step_18000_num_0,[0.5      0.25     0.       0.       0.004388]
step_18000_num_1,[ 0.      -1.       0.       0.       0.02359]
step_18000_num_2,[0.5    0.5    0.25   0.     0.0253]
step_18000_num_3,[ 0.       -1.        0.25      0.        0.003523]
step_18000_num_4,[ 0.000e+00 -1.000e+00  0.000e+00  0.000e+00  7.285e-04]
step_18500_num_0,[ 0.       -1.        0.        0.        0.003554]
step_18500_num_1,[0.25   0.5    0.     0.     0.0247]
step_18500_num_2,[ 0.       -1.        0.        0.        0.003375]
step_18500_num_3,[0.5     0.5     0.      0.      0.03213]
step_18500_num_4,[0.25     0.       0.75     0.       0.003106]
step_19000_num_0,[0.25     0.       0.       0.       0.009005]
step_19000_num_1,[0.25   0.5    0.     0.     0.0247]
step_19000_num_2,[0.       0.       0.       0.       0.008294]
step_19000_num_3,[ 0.       -1.        0.        0.        0.003554]
step_19000_num_4,[-1.       -1.        0.5       0.        0.004769]
step_19500_num_0,[ 0.       -1.        0.        0.        0.004221]
step_19500_num_1,[0.       0.       0.       0.       0.009758]
step_19500_num_2,[ 0.      -1.       0.       0.       0.03369]
step_19500_num_3,[0.25    0.25    0.      0.      0.01751]
step_19500_num_4,[ 0.       -1.        0.        0.        0.003554]
step_20000_num_0,[0.5     0.      0.      0.      0.01824]
step_20000_num_1,[0.      0.5     0.      0.      0.02303]
step_20000_num_2,[ 0.       -1.        0.5       0.        0.005284]
step_20000_num_3,[-1.     -1.      0.5     0.      0.0266]
step_20000_num_4,[0.25    0.25    0.      0.      0.02695]
step_20500_num_0,[ 0.      -1.       0.25     0.       0.03683]
step_20500_num_1,[0.       0.5      0.5      0.       0.006644]
step_20500_num_2,[0.       0.       0.       0.       0.002567]
step_20500_num_3,[0.       0.       0.       0.       0.009758]
step_20500_num_4,[ 0.      -1.       0.       0.       0.00684]
step_21000_num_0,[  0.    -1.     0.     0.   -99.99]
step_21000_num_1,[0.25    0.5     0.      0.      0.01823]
step_21000_num_2,[ 0.      -1.       0.       0.       0.03224]
step_21000_num_3,[-1.      -1.       0.       0.       0.01351]
step_21000_num_4,[0.      0.25    0.      0.      0.02423]
step_21500_num_0,[0.     0.5    0.     0.     0.0183]
step_21500_num_1,[ 0.      -1.       0.       0.       0.02972]
step_21500_num_2,[ 0.       -1.        0.        0.        0.008558]
step_21500_num_3,[ 0.       -1.        0.        0.        0.004346]
step_21500_num_4,[ 0.       -1.        0.        0.        0.003113]
step_22000_num_0,[ 0.      -1.       0.       0.       0.06173]
step_22000_num_1,[ 0.5     -1.       0.       0.       0.02513]
step_22000_num_2,[ 0.       -1.        0.        0.        0.005537]
step_22000_num_3,[ 0.       -1.        0.        0.        0.002941]
step_22000_num_4,[0.5     0.5     0.25    0.      0.03952]
step_22500_num_0,[-1.       -1.        0.5       0.        0.004769]
step_22500_num_1,[-1.       -1.        0.25      0.        0.006478]
step_22500_num_2,[0.      0.5     0.25    0.25    0.03919]
step_22500_num_3,[ 0.      -1.       0.       0.25     0.01164]
step_22500_num_4,[-1.      -1.       0.5      0.       0.03039]
step_23000_num_0,[ 0.      -1.       0.       0.       0.02844]
step_23000_num_1,[ 0.      -1.       0.       0.       0.01325]
step_23000_num_2,[0.5     0.5     0.      0.      0.03968]
step_23000_num_3,[ 0.       -1.        0.        0.        0.004922]
step_23000_num_4,[ 0.      -1.       0.       0.       0.06173]
step_23500_num_0,[0.      0.      0.      0.      0.04798]
step_23500_num_1,[0.75     0.       0.       0.       0.009362]
step_23500_num_2,[0.       0.5      0.5      0.       0.006644]
step_23500_num_3,[0.5     0.5     0.25    0.25    0.02609]
step_23500_num_4,[0.5    0.5    0.     0.     0.0319]
step_24000_num_0,[0.5     0.25    0.      0.25    0.04466]
step_24000_num_1,[0.      0.      0.25    0.      0.04256]
step_24000_num_2,[0.5     0.      0.25    0.      0.02127]
step_24000_num_3,[ 0.       -1.        0.        0.        0.007133]
step_24000_num_4,[-1.       -1.        0.75      0.        0.003345]
step_24500_num_0,[ 0.       -1.        0.25      0.        0.008284]
step_24500_num_1,[ 0.      -1.       0.       0.       0.01075]
step_24500_num_2,[-1.       -1.        0.        0.        0.007745]
step_24500_num_3,[ 0.      -1.       0.       0.       0.01355]
step_24500_num_4,[ 0.      -1.       0.75     0.25     0.01564]
step_25000_num_0,[0.25     0.25     0.5      0.       0.006168]
step_25000_num_1,[ 0.       -1.        0.25      0.        0.008284]
step_25000_num_2,[-1.       -1.        0.        0.        0.006196]
step_25000_num_3,[0.5    0.5    0.25   0.     0.0182]
step_25000_num_4,[-1.      -1.       0.5      0.       0.02614]
step_25500_num_0,[0.     0.     0.25   0.     0.0164]
step_25500_num_1,[0.25    0.25    0.      0.      0.03913]
step_25500_num_2,[ 0.       -1.        0.5       0.        0.005284]
step_25500_num_3,[0.25    0.5     0.25    0.      0.02999]
step_25500_num_4,[0.25     0.       0.5      0.       0.006465]
step_26000_num_0,[-1.      -1.       0.       0.       0.01131]
step_26000_num_1,[ 0.      -1.       0.       0.       0.01355]
step_26000_num_2,[0.       0.       0.       0.       0.003951]
step_26000_num_3,[-1.       -1.        0.25      0.        0.008791]
step_26000_num_4,[0.5     0.      0.      0.      0.02659]
step_26500_num_0,[0.5    0.5    0.     0.     0.0319]
step_26500_num_1,[0.25    0.75    0.      0.      0.02814]
step_26500_num_2,[ 0.000e+00 -1.000e+00  0.000e+00  0.000e+00  7.285e-04]
step_26500_num_3,[0.5     0.25    0.      0.      0.01734]
step_26500_num_4,[0.25     0.       0.       0.       0.004597]
step_27000_num_0,[0.      0.5     0.25    0.25    0.03919]
step_27000_num_1,[-1.      -1.       0.       0.       0.01602]
step_27000_num_2,[0.5     0.5     0.      0.      0.03513]
step_27000_num_3,[ 0.      -1.       0.       0.       0.02533]
step_27000_num_4,[0.25    0.25    0.5     0.25    0.01387]
step_27500_num_0,[0.25   0.5    0.     0.     0.0247]
step_27500_num_1,[0.5     0.25    0.      0.      0.07679]
step_27500_num_2,[ 0.      -1.       0.       0.       0.02414]
step_27500_num_3,[0.25     0.       0.       0.       0.008355]
step_27500_num_4,[ 0.       -1.        0.        0.        0.006497]
step_28000_num_0,[ 0.       -1.        0.        0.        0.008558]
step_28000_num_1,[0.5     0.      0.      0.      0.01113]
step_28000_num_2,[0.      0.      0.      0.      0.01028]
step_28000_num_3,[ 0.      -1.       0.       0.       0.01684]
step_28000_num_4,[-1.      -1.       0.       0.       0.01131]
step_28500_num_0,[0.5     0.25    0.      0.      0.04267]
step_28500_num_1,[0.5     0.5     0.      0.      0.03313]
step_28500_num_2,[-1.      -1.       0.       0.       0.01374]
step_28500_num_3,[ 0.      -1.       0.       0.       0.01061]
step_28500_num_4,[-1.      -1.       0.5      0.       0.01844]
step_29000_num_0,[ 0.       -1.        0.        0.        0.006761]
step_29000_num_1,[ 0.      -1.       0.       0.       0.02972]
step_29000_num_2,[-1.     -1.      0.25    0.25    0.0219]
step_29000_num_3,[0.5      0.       0.25     0.25     0.008446]
step_29000_num_4,[0.25    0.5     0.5     0.      0.01319]
step_29500_num_0,[0.25   0.5    0.     0.25   0.0632]
step_29500_num_1,[ 0.      -1.       0.       0.       0.01306]
step_29500_num_2,[0.25    0.5     0.25    0.      0.02999]
step_29500_num_3,[ 0.       -1.        0.        0.        0.004514]
step_29500_num_4,[ 0.       -1.        0.25      0.        0.008284]
step_30000_num_0,[0.       0.       0.       0.       0.007705]
step_30000_num_1,[0.25    0.      0.5     0.25    0.03339]
step_30000_num_2,[0.5     0.25    0.      0.      0.07679]
step_30000_num_3,[ 0.      -1.       0.       0.75     0.07547]
step_30000_num_4,[0.      0.5     0.      0.      0.03559]
step_30500_num_0,[-1.      -1.       0.       0.       0.02029]
step_30500_num_1,[-1.      -1.       0.       0.25     0.01069]
step_30500_num_2,[-1.       -1.        0.5       0.        0.005335]
step_30500_num_3,[ 0.      -1.       0.       0.       0.03359]
step_30500_num_4,[ 0.      -1.       0.       0.25     0.02294]
step_31000_num_0,[0.5     0.25    0.      0.      0.04286]
step_31000_num_1,[ 0.       -1.        0.        0.        0.001568]
step_31000_num_2,[  0.    -1.     0.     0.   -99.99]
step_31000_num_3,[ 0.      -1.       0.       0.       0.01684]
step_31000_num_4,[ 0.      -1.       0.       0.       0.06173]
step_31500_num_0,[ 0.     -1.      0.25    0.      0.0166]
step_31500_num_1,[ 0.       -1.        0.        0.        0.002638]
step_31500_num_2,[0.5     0.25    0.5     0.      0.01626]
step_31500_num_3,[-1.      -1.       0.75     0.       0.01736]
step_31500_num_4,[0.5     0.25    0.25    0.      0.02823]
step_32000_num_0,[ 0.      -1.       0.       0.25     0.02342]
step_32000_num_1,[ 0.5     -1.       0.5      0.       0.01533]
step_32000_num_2,[0.5    0.25   0.25   0.     0.0134]
step_32000_num_3,[1.       0.5      0.       0.       0.002638]
step_32000_num_4,[ 0.      -1.       0.       0.       0.04741]
step_32500_num_0,[ 0.      -1.       0.       0.       0.02376]
step_32500_num_1,[0.25   0.5    0.     0.     0.0247]
step_32500_num_2,[-1.      -1.       0.5      0.       0.03045]
step_32500_num_3,[0.5     0.      0.25    0.      0.01864]
step_32500_num_4,[ 0.      -1.       0.       0.       0.01732]
step_33000_num_0,[ 0.       -1.        0.        0.        0.004922]
step_33000_num_1,[0.25     0.5      0.5      0.       0.006257]
step_33000_num_2,[ 0.       -1.        0.25      0.        0.005956]
step_33000_num_3,[0.       0.       0.       0.       0.005361]
step_33000_num_4,[0.25     0.5      0.75     0.       0.004287]
step_33500_num_0,[0.       0.5      0.5      0.       0.005448]
step_33500_num_1,[0.5     0.25    0.5     0.      0.01626]
step_33500_num_2,[ 0.      -1.       0.       0.       0.04923]
step_33500_num_3,[0.75    0.25    0.      0.      0.03264]
step_33500_num_4,[ 0.      -1.       0.       0.       0.02359]
step_34000_num_0,[ 0.      -1.       0.       0.       0.01076]
step_34000_num_1,[0.25    0.      0.      0.      0.03011]
step_34000_num_2,[  0.75   0.5    0.     0.   -99.99]
step_34000_num_3,[-1.      -1.       0.25     0.       0.02197]
step_34000_num_4,[ 0.      -1.       0.       0.       0.03854]
step_34500_num_0,[-1.      -1.       0.       0.       0.02423]
step_34500_num_1,[0.25    0.      0.25    0.      0.01992]
step_34500_num_2,[ 0.       -1.        0.        0.        0.008274]
step_34500_num_3,[-1.      -1.       0.       0.       0.01406]
step_34500_num_4,[ 0.       -1.        0.        0.        0.001568]
step_35000_num_0,[ 0.5     -1.       0.       0.       0.02513]
step_35000_num_1,[0.5     0.5     0.      0.      0.03513]
step_35000_num_2,[0.       0.       0.       0.       0.003951]
step_35000_num_3,[ 0.       -1.        0.        0.        0.007325]
step_35000_num_4,[0.25     0.25     0.25     0.25     0.006699]
step_35500_num_0,[0.       0.5      0.5      0.       0.006644]
step_35500_num_1,[ 0.       -1.        0.        0.        0.001509]
step_35500_num_2,[0.      0.      0.      0.      0.01981]
step_35500_num_3,[0.5     0.      0.25    0.      0.02127]
step_35500_num_4,[0.25    0.5     0.      0.      0.03114]
step_36000_num_0,[ 0.      -1.       0.5      0.25     0.01248]
step_36000_num_1,[0.75    0.25    0.      0.25    0.06214]
step_36000_num_2,[ 0.      -1.       0.       0.25     0.01164]
step_36000_num_3,[-1.      -1.       0.5      0.       0.01812]
step_36000_num_4,[-1.       -1.        0.5       0.        0.005098]
step_36500_num_0,[ 0.      -1.       0.       0.       0.01373]
step_36500_num_1,[0.5     0.75    0.25    0.      0.02933]
step_36500_num_2,[0.      0.      0.      0.      0.04798]
step_36500_num_3,[0.      0.5     0.      0.      0.03848]
step_36500_num_4,[0.25    0.25    0.      0.      0.02151]
step_37000_num_0,[ 0.      -1.       0.75     0.       0.01847]
step_37000_num_1,[-1.       -1.        0.25      0.        0.003024]
step_37000_num_2,[0.5     0.25    0.25    0.      0.02554]
step_37000_num_3,[-1.       -1.        0.75      0.        0.003345]
step_37000_num_4,[0.25    0.5     0.5     0.      0.02231]
step_37500_num_0,[ 0.       -1.        0.        0.        0.008412]
step_37500_num_1,[0.5     0.25    0.      0.25    0.04466]
step_37500_num_2,[0.5     0.75    0.25    0.      0.02933]
step_37500_num_3,[0.       0.       0.       0.       0.007705]
step_37500_num_4,[0.      0.75    0.5     0.      0.03047]
step_38000_num_0,[ 0.5      -1.        0.        0.        0.007281]
step_38000_num_1,[ 0.       -1.        0.        0.        0.001577]
step_38000_num_2,[ 0.       -1.        0.        0.        0.003554]
step_38000_num_3,[0.5      0.       0.25     0.25     0.008446]
step_38000_num_4,[0.25   0.25   0.25   0.     0.0325]
step_38500_num_0,[0.25    0.      0.25    0.      0.03878]
step_38500_num_1,[0.25    0.      0.      0.      0.03011]
step_38500_num_2,[0.5     0.5     0.25    0.      0.03327]
step_38500_num_3,[-1.      -1.       0.       0.       0.01351]
step_38500_num_4,[0.       0.       0.       0.       0.005361]
step_39000_num_0,[0.      0.5     0.25    0.25    0.03919]
step_39000_num_1,[0.5     0.      0.25    0.      0.01591]
step_39000_num_2,[0.5     0.25    0.      0.      0.04286]
step_39000_num_3,[0.5     0.25    0.5     0.      0.01626]
step_39000_num_4,[0.       0.       0.       0.       0.002399]
step_39500_num_0,[0.25    0.      0.      0.      0.01499]
step_39500_num_1,[0.5     0.25    0.      0.      0.04753]
step_39500_num_2,[ 0.      -1.       0.       0.25     0.04946]
step_39500_num_3,[ 0.       -1.        0.        0.        0.002265]
step_39500_num_4,[0.     0.     0.25   0.     0.0164]
step_40000_num_0,[0.5    0.25   0.25   0.     0.0468]
step_40000_num_1,[ 0.       -1.        0.        0.        0.005102]
step_40000_num_2,[0.25     0.       0.75     0.       0.003106]
step_40000_num_3,[ 0.      -1.       0.       0.       0.02498]
step_40000_num_4,[ 0.      -1.       0.25     0.25     0.02753]
step_40500_num_0,[ 0.      -1.       0.       0.       0.06173]
step_40500_num_1,[ 0.25    -1.       0.75     0.       0.01381]
step_40500_num_2,[ 0.     -1.      0.      0.      0.0111]
step_40500_num_3,[0.5    0.     0.     0.     0.0148]
step_40500_num_4,[-1.      -1.       0.       0.       0.01112]
step_41000_num_0,[-1.       -1.        0.        0.        0.006196]
step_41000_num_1,[0.5     0.5     0.      0.      0.02383]
step_41000_num_2,[0.      0.5     0.      0.      0.03186]
step_41000_num_3,[0.      0.      0.25    0.25    0.03362]
step_41000_num_4,[0.75     0.       0.       0.       0.003575]
step_41500_num_0,[-1.      -1.       0.       0.       0.02471]
step_41500_num_1,[ 0.       -1.        0.        0.25      0.002301]
step_41500_num_2,[ 0.       -1.        0.        0.        0.001568]
step_41500_num_3,[0.75     0.       0.       0.       0.003575]
step_41500_num_4,[ 0.      -1.       0.       0.25     0.04946]
step_42000_num_0,[0.25    0.      0.      0.      0.01872]
step_42000_num_1,[0.5     0.5     0.      0.      0.03213]
step_42000_num_2,[0.5     0.25    0.      0.      0.06133]
step_42000_num_3,[ 0.000e+00 -1.000e+00  0.000e+00  0.000e+00  7.285e-04]
step_42000_num_4,[ 0.       -1.        0.25      0.        0.008284]
step_42500_num_0,[-1.      -1.       0.25     0.       0.03245]
step_42500_num_1,[ 0.     -1.      0.25    0.      0.0323]
step_42500_num_2,[0.25    0.25    0.      0.      0.03913]
step_42500_num_3,[-1.      -1.       0.25     0.       0.02197]
step_42500_num_4,[ 0.      -1.       0.       0.       0.01869]
step_43000_num_0,[0.75   0.5    0.25   0.     0.0215]
step_43000_num_1,[ 0.      -1.       0.       0.       0.06173]
step_43000_num_2,[-1.      -1.       0.       0.       0.01718]
step_43000_num_3,[0.       0.       0.       0.       0.004937]
step_43000_num_4,[0.       0.       0.       0.       0.003215]
step_43500_num_0,[-1.      -1.       0.25     0.       0.04225]
step_43500_num_1,[ 0.       -1.        0.        0.        0.001861]
step_43500_num_2,[ 0.       -1.        0.        0.        0.001879]
step_43500_num_3,[ 0.      -1.       0.       0.       0.04474]
step_43500_num_4,[0.75    0.      0.25    0.      0.05863]
step_44000_num_0,[ 0.      -1.       0.       0.25     0.02653]
step_44000_num_1,[0.5     0.25    0.      0.      0.04267]
step_44000_num_2,[ 0.      -1.       0.       0.       0.01084]
step_44000_num_3,[ 0.      -1.       0.       0.       0.02359]
step_44000_num_4,[0.5     0.5     0.25    0.25    0.02609]
step_44500_num_0,[0.      0.25    0.      0.      0.02188]
step_44500_num_1,[-1.       -1.        0.5       0.        0.005335]
step_44500_num_2,[0.25    0.5     0.5     0.      0.02231]
step_44500_num_3,[0.25     0.5      0.75     0.       0.004287]
step_44500_num_4,[0.25    0.5     0.25    0.      0.01871]
step_45000_num_0,[0.      0.      0.      0.      0.02087]
step_45000_num_1,[-1.       -1.        0.25      0.        0.008535]
step_45000_num_2,[ 0.      -1.       0.       0.       0.03224]
step_45000_num_3,[-1.       -1.        0.75      0.        0.003345]
step_45000_num_4,[ 0.      -1.       0.       0.       0.01684]
step_45500_num_0,[-1.      -1.       0.5      0.       0.02287]
step_45500_num_1,[0.5      0.5      0.5      0.       0.008906]
step_45500_num_2,[0.       0.       0.       0.       0.002567]
step_45500_num_3,[0.5     0.      0.      0.      0.03975]
step_45500_num_4,[0.25   0.5    0.     0.25   0.0632]
